TradeDate,Ticker,Open,High,Low,Close,MarketHoursVolume,CumulativePriceFactor,CumulativeVolumeFactor,AdjustmentFactor,AdjustmentReason,SecId
2019-04-10 00:00:00,AAPL,198.77,200.73,198.18,200.62,20804165,7.959952187099764,6.999999999999994,,,33449
2019-04-11 00:00:00,AAPL,200.74,201.0,198.45,198.95,19639940,7.959952187099764,6.999999999999994,,,33449
2019-04-12 00:00:00,AAPL,199.14,200.14,196.21,198.87,26939530,7.959952187099764,6.999999999999994,,,33449
2019-04-15 00:00:00,AAPL,198.53,199.83,198.01,199.23,16619475,7.959952187099764,6.999999999999994,,,33449
2019-04-16 00:00:00,AAPL,199.32,201.37,198.56,199.25,25235795,7.959952187099764,6.999999999999994,,,33449
2019-04-17 00:00:00,AAPL,199.28,203.38,198.61,203.13,29299342,7.959952187099764,6.999999999999994,,,33449
2019-04-18 00:00:00,AAPL,203.45,204.15,202.52,203.86,23464832,7.959952187099764,6.999999999999994,,,33449
2019-04-22 00:00:00,AAPL,202.66,204.94,202.34,204.53,17192510,7.959952187099764,6.999999999999994,,,33449
2019-04-23 00:00:00,AAPL,204.43,207.75,203.9,207.48,22451816,7.959952187099764,6.999999999999994,,,33449
2019-04-24 00:00:00,AAPL,207.25,208.48,207.05,207.16,16699712,7.959952187099764,6.999999999999994,,,33449
2019-04-25 00:00:00,AAPL,206.66,207.76,205.12,205.28,17193946,7.959952187099764,6.999999999999994,,,33449
2019-04-26 00:00:00,AAPL,204.86,205.0,202.12,204.3,18107591,7.959952187099764,6.999999999999994,,,33449
2019-04-29 00:00:00,AAPL,204.31,205.97,203.88,204.61,20904718,7.959952187099764,6.999999999999994,,,33449
2019-04-30 00:00:00,AAPL,203.0,203.39,199.11,200.67,37946914,7.959952187099764,6.999999999999994,,,33449
2019-05-01 00:00:00,AAPL,210.2,215.31,209.23,210.52,60946916,7.959952187099764,6.999999999999994,,,33449
2019-05-02 00:00:00,AAPL,209.65,212.64,208.13,209.15,29846114,7.959952187099764,6.999999999999994,,,33449
2019-05-03 00:00:00,AAPL,210.78,211.84,210.23,211.75,20053213,7.959952187099764,6.999999999999994,,,33449
2019-05-06 00:00:00,AAPL,204.16,208.84,203.5,208.48,30736082,7.959952187099764,6.999999999999994,,,33449
2019-05-07 00:00:00,AAPL,205.86,207.4,200.83,202.86,37728741,7.959952187099764,6.999999999999994,,,33449
2019-05-08 00:00:00,AAPL,201.9,205.34,201.76,202.9,25093768,7.959952187099764,6.999999999999994,,,33449
2019-05-09 00:00:00,AAPL,200.49,201.68,196.67,200.72,34063142,7.959952187099764,6.999999999999994,,,33449
2019-05-10 00:00:00,AAPL,197.47,198.85,192.77,197.18,37888981,7.990605666389921,6.999999999999994,0.996163810282981,CashDiv,33449
2019-05-13 00:00:00,AAPL,187.48,189.48,182.85,185.72,54634659,7.990605666389921,6.999999999999994,,,33449
2019-05-14 00:00:00,AAPL,186.33,189.7,185.41,188.66,34308977,7.990605666389921,6.999999999999994,,,33449
2019-05-15 00:00:00,AAPL,186.27,191.75,186.02,190.92,25365381,7.990605666389921,6.999999999999994,,,33449
2019-05-16 00:00:00,AAPL,189.88,192.46,188.84,190.08,31483816,7.990605666389921,6.999999999999994,,,33449
2019-05-17 00:00:00,AAPL,187.04,190.9,186.76,189.0,31237496,7.990605666389921,6.999999999999994,,,33449
2019-05-20 00:00:00,AAPL,183.5,184.34,180.3,183.09,36060653,7.990605666389921,6.999999999999994,,,33449
2019-05-21 00:00:00,AAPL,185.05,188.0,184.7,186.6,26650450,7.990605666389921,6.999999999999994,,,33449
2019-05-22 00:00:00,AAPL,184.66,185.71,182.55,182.78,29003922,7.990605666389921,6.999999999999994,,,33449
2019-05-23 00:00:00,AAPL,179.72,180.54,177.81,179.66,35254252,7.990605666389921,6.999999999999994,,,33449
2019-05-24 00:00:00,AAPL,180.2,182.14,178.62,178.97,22943593,7.990605666389921,6.999999999999994,,,33449
2019-05-28 00:00:00,AAPL,178.9,180.59,177.92,178.23,26351077,7.990605666389921,6.999999999999994,,,33449
2019-05-29 00:00:00,AAPL,176.44,179.35,176.0,177.38,27642792,7.990605666389921,6.999999999999994,,,33449
2019-05-30 00:00:00,AAPL,177.95,179.23,176.67,178.3,20707259,7.990605666389921,6.999999999999994,,,33449
2019-05-31 00:00:00,AAPL,176.0,177.99,174.99,175.07,25163091,7.990605666389921,6.999999999999994,,,33449
2019-06-03 00:00:00,AAPL,175.44,177.92,170.27,173.3,39229417,7.990605666389921,6.999999999999994,,,33449
2019-06-04 00:00:00,AAPL,175.43,179.83,174.52,179.64,29447477,7.990605666389921,6.999999999999994,,,33449
2019-06-05 00:00:00,AAPL,184.39,184.99,181.14,182.54,28160807,7.990605666389921,6.999999999999994,,,33449
2019-06-06 00:00:00,AAPL,183.0,185.47,182.15,185.22,19866631,7.990605666389921,6.999999999999994,,,33449
2019-06-07 00:00:00,AAPL,186.63,191.92,185.77,190.15,29662229,7.990605666389921,6.999999999999994,,,33449
2019-06-10 00:00:00,AAPL,192.0,195.37,191.61,192.58,25398039,7.990605666389921,6.999999999999994,,,33449
2019-06-11 00:00:00,AAPL,194.93,196.0,193.6,194.81,24074200,7.990605666389921,6.999999999999994,,,33449
2019-06-12 00:00:00,AAPL,193.99,195.97,193.39,194.19,17271177,7.990605666389921,6.999999999999994,,,33449
2019-06-13 00:00:00,AAPL,194.73,196.79,193.6,194.15,19589367,7.990605666389921,6.999999999999994,,,33449
2019-06-14 00:00:00,AAPL,191.49,193.58,190.3,192.74,17112004,7.990605666389921,6.999999999999994,,,33449
2019-06-17 00:00:00,AAPL,192.86,194.96,192.17,193.89,13975273,7.990605666389921,6.999999999999994,,,33449
2019-06-18 00:00:00,AAPL,196.0,200.29,195.21,198.45,25489592,7.990605666389921,6.999999999999994,,,33449
2019-06-19 00:00:00,AAPL,199.67,199.88,197.33,197.87,20156318,7.990605666389921,6.999999999999994,,,33449
2019-06-20 00:00:00,AAPL,200.22,200.6,198.03,199.46,20603890,7.990605666389921,6.999999999999994,,,33449
2019-06-21 00:00:00,AAPL,198.8,200.85,198.15,198.78,41427223,7.990605666389921,6.999999999999994,,,33449
2019-06-24 00:00:00,AAPL,198.54,200.16,198.18,198.58,17561266,7.990605666389921,6.999999999999994,,,33449
2019-06-25 00:00:00,AAPL,198.43,199.26,195.29,195.57,21387604,7.990605666389921,6.999999999999994,,,33449
2019-06-26 00:00:00,AAPL,197.77,200.99,197.35,199.8,25319721,7.990605666389921,6.999999999999994,,,33449
2019-06-27 00:00:00,AAPL,200.19,201.57,199.57,199.74,17386949,7.990605666389921,6.999999999999994,,,33449
2019-06-28 00:00:00,AAPL,198.61,199.49,197.05,197.92,27884086,7.990605666389921,6.999999999999994,,,33449
2019-07-01 00:00:00,AAPL,203.1,204.49,200.65,201.55,25920093,7.990605666389921,6.999999999999994,,,33449
2019-07-02 00:00:00,AAPL,201.46,203.12,201.36,202.73,16601056,7.990605666389921,6.999999999999994,,,33449
2019-07-03 00:00:00,AAPL,203.13,204.44,202.7,204.41,10831976,7.990605666389921,6.999999999999994,,,33449
2019-07-05 00:00:00,AAPL,202.9,205.08,202.93,204.23,16701622,7.990605666389921,6.999999999999994,,,33449
2019-07-08 00:00:00,AAPL,200.78,201.39,198.41,200.02,23917458,7.990605666389921,6.999999999999994,,,33449
2019-07-09 00:00:00,AAPL,199.05,201.51,198.82,201.24,18977867,7.990605666389921,6.999999999999994,,,33449
2019-07-10 00:00:00,AAPL,201.85,203.73,201.56,203.23,17116239,7.990605666389921,6.999999999999994,,,33449
2019-07-11 00:00:00,AAPL,203.15,204.39,201.71,201.75,17912019,7.990605666389921,6.999999999999994,,,33449
2019-07-12 00:00:00,AAPL,202.44,204.0,202.2,203.3,17044257,7.990605666389921,6.999999999999994,,,33449
2019-07-15 00:00:00,AAPL,204.06,205.87,204.0,205.21,16018991,7.990605666389921,6.999999999999994,,,33449
2019-07-16 00:00:00,AAPL,204.59,206.11,203.5,204.5,15494098,7.990605666389921,6.999999999999994,,,33449
2019-07-17 00:00:00,AAPL,204.05,205.09,203.27,203.35,12928811,7.990605666389921,6.999999999999994,,,33449
2019-07-18 00:00:00,AAPL,203.91,205.88,203.7,205.66,16725130,7.990605666389921,6.999999999999994,,,33449
2019-07-19 00:00:00,AAPL,206.0,206.5,202.36,202.59,19582442,7.990605666389921,6.999999999999994,,,33449
2019-07-22 00:00:00,AAPL,203.81,207.23,203.61,207.22,21330715,7.990605666389921,6.999999999999994,,,33449
2019-07-23 00:00:00,AAPL,208.46,208.91,207.3,208.84,17351946,7.990605666389921,6.999999999999994,,,33449
2019-07-24 00:00:00,AAPL,207.7,209.15,207.18,208.67,14451984,7.990605666389921,6.999999999999994,,,33449
2019-07-25 00:00:00,AAPL,208.83,209.24,206.74,207.02,13244709,7.990605666389921,6.999999999999994,,,33449
2019-07-26 00:00:00,AAPL,207.45,209.73,207.14,207.74,17159517,7.990605666389921,6.999999999999994,,,33449
2019-07-29 00:00:00,AAPL,208.46,210.64,208.44,209.68,20813645,7.990605666389921,6.999999999999994,,,33449
2019-07-30 00:00:00,AAPL,208.74,210.16,207.31,208.78,25885804,7.990605666389921,6.999999999999994,,,33449
2019-07-31 00:00:00,AAPL,216.35,221.37,211.3,213.04,66607852,7.990605666389921,6.999999999999994,,,33449
2019-08-01 00:00:00,AAPL,214.02,218.03,206.75,208.43,53449612,7.990605666389921,6.999999999999994,,,33449
2019-08-02 00:00:00,AAPL,205.26,206.43,201.63,204.02,37682705,7.990605666389921,6.999999999999994,,,33449
2019-08-05 00:00:00,AAPL,197.98,198.65,192.58,193.34,49833372,7.990605666389921,6.999999999999994,,,33449
2019-08-06 00:00:00,AAPL,196.45,198.05,194.04,197.0,33965685,7.990605666389921,6.999999999999994,,,33449
2019-08-07 00:00:00,AAPL,195.4,199.56,193.82,199.04,32260503,7.990605666389921,6.999999999999994,,,33449
2019-08-08 00:00:00,AAPL,200.42,203.53,199.39,203.43,25875681,7.990605666389921,6.999999999999994,,,33449
2019-08-09 00:00:00,AAPL,201.23,202.76,199.29,200.99,23777046,8.020965709630428,6.999999999999994,0.996214914221108,CashDiv,33449
2019-08-12 00:00:00,AAPL,199.44,202.05,199.15,200.48,21795228,8.020965709630428,6.999999999999994,,,33449
2019-08-13 00:00:00,AAPL,201.02,212.14,200.83,208.97,46246549,8.020965709630428,6.999999999999994,,,33449
2019-08-14 00:00:00,AAPL,203.11,206.44,202.6,202.75,33917552,8.020965709630428,6.999999999999994,,,33449
2019-08-15 00:00:00,AAPL,203.38,205.14,199.67,201.74,26413254,8.020965709630428,6.999999999999994,,,33449
2019-08-16 00:00:00,AAPL,204.36,207.16,203.85,206.5,26592004,8.020965709630428,6.999999999999994,,,33449
2019-08-19 00:00:00,AAPL,210.59,212.71,210.05,210.35,23405275,8.020965709630428,6.999999999999994,,,33449
2019-08-20 00:00:00,AAPL,210.89,213.35,210.32,210.36,22879925,8.020965709630428,6.999999999999994,,,33449
2019-08-21 00:00:00,AAPL,212.87,213.65,211.63,212.64,20651500,8.020965709630428,6.999999999999994,,,33449
2019-08-22 00:00:00,AAPL,213.3,214.43,210.76,212.46,21618432,8.020965709630428,6.999999999999994,,,33449
